underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-06-17 16:00:00,29.0134,32.5912,30.3406,31.1189,30.5864,30.1340,14,2020-06-19,30.1487,2020-06-26,30.7631,2020-07-02,29.6463,2020-07-10,28.9997,2020-07-17,29.0132,2020-07-24,29.6152,2020-07-31,32.8900,2020-08-21,31.4010,2020-09-18,30.4740,2020-11-20,30.9266,2020-12-18,30.5336,2021-01-15,30.2566,2021-06-18,30.1414,2022-01-21,29.7848
