underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2019-12-31 16:00:00,18.8054,20.7199,21.1576,21.7889,22.0410,23.0378,12,2020-01-03,11.8740,2020-01-10,15.0716,2020-01-17,15.1824,2020-01-24,16.6457,2020-01-31,19.2866,2020-02-07,22.7345,2020-02-21,21.8011,2020-03-20,20.8002,2020-06-19,22.0223,2021-01-15,23.1452,2021-06-18,23.5122,2022-01-21,23.8896
