underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-03-10 16:00:00,42.4737,40.4946,37.7314,35.1681,33.3682,29.5229,13,2020-03-13,48.8699,2020-03-20,45.9576,2020-03-27,44.8839,2020-04-03,43.7252,2020-04-09,42.4696,2020-04-17,41.2842,2020-04-24,41.0476,2020-05-15,40.0889,2020-06-19,36.6122,2020-09-18,33.1821,2021-01-15,30.3085,2021-06-18,28.8240,2022-01-21,27.9712
