underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-04-20 16:00:00,42.5166,37.6911,36.4090,35.7970,35.2411,31.9155,12,2020-04-24,44.8329,2020-05-01,53.1250,2020-05-08,46.9441,2020-05-15,44.2468,2020-05-22,41.7547,2020-05-29,39.9338,2020-06-19,37.6899,2020-09-18,35.5027,2020-12-18,34.1251,2021-01-15,33.2860,2021-06-18,31.6498,2022-01-21,30.0075
