underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-05-04 16:00:00,30.1770,30.7835,31.1057,31.4100,32.0090,30.6175,12,2020-05-08,33.4140,2020-05-15,31.3218,2020-05-22,30.9570,2020-05-29,30.1614,2020-06-05,30.2709,2020-06-12,30.5064,2020-06-19,30.6173,2020-09-18,31.5883,2020-12-18,31.9720,2021-01-15,31.5559,2021-06-18,30.4359,2022-01-21,29.9219
