underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-02-05 16:00:00,22.7898,20.7635,21.3361,22.1962,22.9643,23.4227,13,2020-02-07,22.3522,2020-02-14,22.0018,2020-02-21,21.1189,2020-02-28,21.2105,2020-03-06,22.7918,2020-03-13,22.1473,2020-03-20,21.3515,2020-04-17,20.8986,2020-06-19,22.5525,2020-09-18,22.9052,2021-01-15,23.3617,2021-06-18,23.6320,2022-01-21,23.8157
