underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-04-03 16:00:00,48.7580,43.5781,39.8424,37.8406,36.3261,33.1501,13,2020-04-03,53.0999,2020-04-09,44.4245,2020-04-17,43.8057,2020-04-24,44.8434,2020-05-01,48.6531,2020-05-08,47.4929,2020-05-15,46.6684,2020-05-22,45.5093,2020-06-19,41.2063,2020-09-18,36.5468,2021-01-15,34.3111,2021-06-18,32.1008,2022-01-21,30.3232
