underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-02-25 16:00:00,30.2987,27.6153,28.2887,26.6154,25.6939,25.4848,13,2020-02-28,44.5959,2020-03-06,37.6555,2020-03-13,34.0108,2020-03-20,31.6275,2020-03-27,30.1371,2020-04-03,29.3863,2020-04-17,27.8345,2020-05-15,28.3578,2020-06-19,26.8853,2020-09-18,25.8991,2021-01-15,25.6201,2021-06-18,25.3474,2022-01-21,25.0906
