underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-01-17 16:00:00,22.5391,19.8293,19.4081,19.8627,21.3343,22.3202,12,2020-01-17,20.4766,2020-01-24,13.4747,2020-01-31,15.6479,2020-02-07,24.6371,2020-02-14,23.2816,2020-02-21,21.4364,2020-02-28,20.7518,2020-03-20,19.7319,2020-06-19,20.7655,2021-01-15,22.3263,2021-06-18,22.9405,2022-01-21,23.2201
