time,noise
2020-04-09,412.81399999999945
2020-05-01,1050.6269999999956
2020-05-10,218.671
2020-05-11,696.798999999998
2020-05-12,656.7749999999978
2020-05-13,721.2929999999977
2020-05-14,589.9279999999987
2020-05-15,625.0859999999976
2020-05-16,196.17299999999983
2020-05-17,273.92999999999984
2020-05-18,625.0429999999982
2020-05-19,840.6009999999965
2020-05-02,261.32299999999987
2020-05-20,754.8889999999961
2020-05-21,694.0369999999974
2020-05-22,524.8139999999989
2020-05-23,296.2659999999996
2020-05-24,205.31399999999994
2020-05-25,314.59899999999965
2020-05-26,554.122999999999
2020-05-27,744.7359999999969
2020-05-28,628.9169999999982
2020-05-29,482.6009999999995
2020-05-03,282.85199999999986
2020-05-30,180.521
2020-05-31,179.5529999999999
2020-05-04,730.611999999999
2020-05-05,556.2089999999992
2020-05-06,525.9839999999995
2020-05-07,543.3109999999988
2020-05-08,510.39999999999924
2020-05-09,218.08200000000005
2020-06-01,527.1769999999991
2020-06-10,885.3559999999958
2020-06-11,840.994999999996
2020-06-12,611.9719999999988
2020-06-13,208.31599999999992
2020-06-14,360.4199999999996
2020-06-15,704.4529999999969
2020-06-16,723.7219999999979
2020-06-17,760.4829999999962
2020-06-18,796.5089999999968
2020-06-19,752.7299999999968
2020-06-02,600.090999999999
2020-06-20,289.5459999999998
2020-06-21,333.33599999999944
2020-06-22,768.5689999999968
2020-06-23,1030.5039999999954
2020-06-24,817.5899999999965
2020-06-25,712.5139999999976
2020-06-26,942.6899999999956
2020-06-27,272.05899999999974
2020-06-28,354.4509999999995
2020-06-29,701.9189999999969
2020-06-03,688.4399999999981
2020-06-30,765.371999999997
2020-06-04,836.152999999997
2020-06-05,762.6519999999957
2020-06-06,222.49899999999974
2020-06-07,282.1489999999999
2020-06-08,680.2009999999976
2020-06-09,1022.0209999999948
2020-07-01,1102.9899999999946
2020-07-10,1184.3289999999931
2020-07-11,416.78799999999944
2020-07-12,491.3099999999997
2020-07-13,1346.1419999999885
2020-07-14,1039.9909999999936
2020-07-15,943.946999999995
2020-07-16,909.7649999999956
2020-07-17,799.2389999999966
2020-07-18,399.53499999999974
2020-07-19,387.67799999999977
2020-07-02,1020.1729999999948
2020-07-20,1403.1749999999881
2020-07-21,1312.6379999999895
2020-07-22,1008.4979999999947
2020-07-23,1281.1949999999927
2020-07-24,1293.2119999999938
2020-07-25,555.4619999999995
2020-07-26,498.6029999999997
2020-07-27,1092.0909999999947
2020-07-28,839.463999999997
2020-07-29,1381.1659999999927
2020-07-03,362.6029999999997
2020-07-30,2721.4080000000113
2020-07-31,2120.2859999999814
2020-07-04,242.60099999999989
2020-07-05,332.74599999999987
2020-07-06,1421.0209999999893
2020-07-07,1230.537999999992
2020-07-08,1157.8519999999933
2020-07-09,1330.4399999999914
2020-08-01,524.2709999999995
2020-08-10,1034.7149999999947
2020-08-11,1069.9069999999942
2020-08-12,1088.2479999999944
2020-08-13,1062.3349999999948
2020-08-14,908.4799999999954
2020-08-15,453.0579999999993
2020-08-16,376.80899999999974
2020-08-17,1085.6309999999942
2020-08-18,1708.440999999987
2020-08-19,1472.7779999999898
2020-08-02,374.8639999999998
2020-08-20,1187.2239999999924
2020-08-21,1197.1239999999925
2020-08-22,707.335999999998
2020-08-23,695.5609999999986
2020-08-24,1155.3269999999934
2020-08-25,1039.3059999999946
2020-08-26,1349.2039999999906
2020-08-27,1097.4699999999934
2020-08-28,809.6479999999976
2020-08-29,381.1239999999996
2020-08-03,1060.7419999999945
2020-08-30,363.15099999999956
2020-08-31,1139.2759999999919
2020-08-04,918.2349999999957
2020-08-05,917.083999999996
2020-08-06,990.5699999999949
2020-08-07,925.5539999999951
2020-08-08,306.00899999999984
2020-08-09,393.04599999999976
2020-09-01,1066.7159999999947
2020-09-10,883.4669999999958
2020-09-11,832.9589999999966
2020-09-12,398.34099999999984
2020-09-13,349.92099999999965
2020-09-14,988.1419999999953
2020-09-15,985.3199999999943
2020-09-16,1046.2259999999947
2020-09-17,1169.856999999993
2020-09-18,1044.414999999994
2020-09-19,577.6059999999989
2020-09-02,940.6079999999945
2020-09-20,539.8179999999994
2020-09-21,1170.6599999999933
2020-09-22,1548.4869999999896
2020-09-23,1239.8309999999913
2020-09-24,1187.0639999999942
2020-09-25,968.8709999999963
2020-09-26,320.92699999999996
2020-09-27,262.9519999999998
2020-09-28,857.3009999999966
2020-09-29,978.1139999999963
2020-09-03,1065.5479999999943
2020-09-30,1094.468999999994
2020-09-04,1108.395999999995
2020-09-05,399.4609999999996
2020-09-06,304.25899999999984
2020-09-07,503.267999999999
2020-09-08,1012.902999999996
2020-09-09,926.1209999999952
2021-01-01,383.977
