time,noise
2020-05-13,375.1319999999999
2020-05-14,354.3259999999998
2020-05-15,431.06199999999956
2020-05-16,173.17599999999993
2020-05-17,197.64399999999986
2020-05-18,342.8490000000001
2020-05-19,606.9159999999981
2020-05-02,153.75700000000003
2020-05-20,796.3609999999969
2020-05-21,658.7019999999975
2020-05-22,429.0419999999995
2020-05-23,204.86099999999973
2020-05-24,159.23700000000005
2020-05-25,285.89199999999977
2020-05-26,483.358999999999
2020-05-27,641.4699999999974
2020-05-28,860.0419999999959
2020-05-29,463.2029999999994
2020-05-03,168.08199999999997
2020-05-30,188.96399999999997
2020-05-31,167.98500000000004
2020-05-04,363.3909999999996
2020-05-05,358.5880000000001
2020-05-06,336.18399999999986
2020-05-07,342.7209999999997
2020-05-08,317.91399999999993
2020-05-09,138.216
2020-06-01,455.45599999999916
2020-06-10,527.6739999999993
2020-06-11,504.8749999999996
2020-06-12,416.0129999999998
2020-06-13,156.19400000000005
2020-06-14,294.2509999999998
2020-06-15,547.2159999999986
2020-06-16,503.06899999999916
2020-06-17,528.7179999999988
2020-06-18,498.41299999999916
2020-06-19,540.2249999999996
2020-06-02,533.8059999999995
2020-06-20,249.34299999999988
2020-06-21,294.5119999999996
2020-06-22,648.7869999999976
2020-06-23,766.9059999999971
2020-06-24,540.478999999999
2020-06-25,572.9589999999988
2020-06-26,1162.2569999999926
2020-06-27,430.77099999999956
2020-06-28,514.718999999999
2020-06-29,1171.1159999999923
2020-06-03,579.1299999999989
2020-06-30,772.671999999997
2020-06-04,402.8219999999994
2020-06-05,448.96299999999934
2020-06-06,202.3369999999999
2020-06-07,256.3799999999999
2020-06-08,417.7739999999992
2020-06-09,677.7019999999976
2020-07-01,880.1459999999965
2020-07-10,652.6859999999984
2020-07-11,267.57699999999977
2020-07-12,360.4299999999996
2020-07-13,770.5479999999967
2020-07-14,618.7329999999977
2020-07-15,557.0389999999989
2020-07-16,560.8099999999988
2020-07-17,536.3059999999991
2020-07-18,310.965
2020-07-19,342.112
2020-07-02,684.2809999999976
2020-07-20,723.0669999999974
2020-07-21,760.2919999999967
2020-07-22,700.5069999999969
2020-07-23,901.3929999999964
2020-07-24,830.2399999999969
2020-07-25,402.98499999999973
2020-07-26,314.635
2020-07-27,700.8309999999977
2020-07-28,589.0249999999992
2020-07-29,1123.4969999999948
2020-07-03,303.00999999999993
2020-07-30,2020.4799999999818
2020-07-31,1780.0889999999847
2020-07-04,177.12599999999998
2020-07-05,220.72099999999995
2020-07-06,628.235999999998
2020-07-07,777.626999999997
2020-07-08,730.3629999999978
2020-07-09,603.9499999999982
2020-08-01,417.66899999999936
2020-08-10,693.2369999999975
2020-08-11,788.6899999999966
2020-08-12,752.5489999999969
2020-08-13,616.0149999999987
2020-08-14,566.3249999999989
2020-08-15,317.0919999999996
2020-08-16,297.0719999999998
2020-08-17,608.1379999999989
2020-08-18,869.8259999999963
2020-08-19,962.797999999996
2020-08-02,306.50399999999973
2020-08-20,836.947999999996
2020-08-21,827.8529999999957
2020-08-22,470.8439999999993
2020-08-23,497.70199999999903
2020-08-24,742.0479999999974
2020-08-25,998.9729999999953
2020-08-26,1556.773999999987
2020-08-27,925.4349999999959
2020-08-28,600.7879999999988
2020-08-29,331.58399999999983
2020-08-03,809.5069999999968
2020-08-30,260.6559999999999
2020-08-31,675.050999999998
2020-08-04,581.5609999999983
2020-08-05,539.0819999999993
2020-08-06,997.1699999999948
2020-08-07,1074.2789999999939
2020-08-08,280.9649999999997
2020-08-09,294.5049999999997
2020-09-01,642.7689999999978
2020-09-10,524.6189999999993
2020-09-11,555.427999999999
2020-09-12,261.1619999999998
2020-09-13,282.4269999999998
2020-09-14,665.1809999999982
2020-09-15,618.2419999999984
2020-09-16,760.9609999999973
2020-09-17,738.0779999999972
2020-09-18,812.7869999999974
2020-09-19,435.8539999999994
2020-09-02,640.8269999999978
2020-09-20,426.7589999999995
2020-09-21,933.6059999999972
2020-09-22,889.3169999999961
2020-09-23,894.2299999999951
2020-09-24,737.1899999999977
2020-09-25,616.0419999999988
2020-09-26,280.91700000000014
2020-09-27,199.7760000000001
2020-09-28,484.9999999999994
2020-09-29,631.6879999999986
2020-09-03,834.2009999999968
2020-09-30,681.931999999998
2020-09-04,692.1569999999981
2020-09-05,248.875
2020-09-06,224.74399999999994
2020-09-07,405.1249999999994
2020-09-08,708.2069999999986
2020-09-09,529.342999999999
2021-01-01,209.58899999999994
