underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-01-15 16:00:00,22.3680,19.9994,20.0757,20.5048,21.5523,22.7400,12,2020-01-17,16.4007,2020-01-24,14.2787,2020-01-31,15.4689,2020-02-07,23.8655,2020-02-14,22.3591,2020-02-21,21.1597,2020-02-28,20.5963,2020-03-20,19.9738,2020-06-19,21.1712,2021-01-15,22.7576,2021-06-18,23.2486,2022-01-21,23.7709
