underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-04-28 16:00:00,35.9719,33.1579,32.4111,32.5289,32.9940,31.5949,12,2020-05-01,73.5091,2020-05-08,48.0302,2020-05-15,41.2019,2020-05-22,37.6799,2020-05-29,35.7867,2020-06-05,34.7679,2020-06-19,33.5842,2020-09-18,32.8018,2020-12-18,32.7204,2021-01-15,32.4240,2021-06-18,31.2432,2022-01-21,30.2044
