underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-02-11 16:00:00,21.3888,21.2885,21.4410,22.5200,23.3867,23.4859,13,2020-02-14,22.3279,2020-02-21,19.3748,2020-02-28,19.6688,2020-03-06,21.1579,2020-03-13,21.3284,2020-03-20,20.8508,2020-03-27,21.1418,2020-04-17,21.1932,2020-06-19,22.8218,2020-09-18,23.1828,2021-01-15,23.4209,2021-06-18,23.5636,2022-01-21,23.4861
