underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-02-19 16:00:00,17.2411,18.3133,19.5275,20.9351,21.9169,22.6721,13,2020-02-21,15.3033,2020-02-28,15.8740,2020-03-06,17.5880,2020-03-13,17.2739,2020-03-20,17.2418,2020-03-27,17.5913,2020-04-03,17.9225,2020-04-17,18.2652,2020-06-19,20.9740,2020-09-18,21.9082,2021-01-15,22.5129,2021-06-18,23.0529,2022-01-21,23.2176
