underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-12-22 16:00:00,27.5015,31.9293,31.2807,30.9249,31.4100,30.8436,16,2020-12-24,21.8483,2020-12-31,22.0571,2021-01-08,26.1911,2021-01-15,27.4000,2021-01-22,27.5868,2021-01-29,29.0251,2021-02-19,31.8882,2021-03-19,31.3846,2021-06-18,31.4202,2021-07-16,31.2093,2021-08-20,31.4802,2021-09-17,31.1746,2021-10-15,31.0367,2022-01-21,30.7490,2022-06-17,30.7857,2023-01-20,30.5258
