underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-04-09 16:00:00,38.8557,34.5946,34.3468,33.5669,31.7430,30.2101,13,2020-04-09,60.6426,2020-04-17,35.0556,2020-04-24,35.1248,2020-05-01,40.2091,2020-05-08,39.1249,2020-05-15,37.8585,2020-05-22,37.0227,2020-05-29,35.6334,2020-06-19,34.4853,2020-09-18,32.1711,2021-01-15,30.9241,2021-06-18,29.3275,2022-01-21,27.9249
