underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
GOOG,2020-05-21 16:00:00,27.0490,27.5236,30.0255,29.5052,30.8327,30.2320,15,2020-05-22,29.1486,2020-05-29,26.9698,2020-06-05,27.2387,2020-06-12,27.3276,2020-06-19,27.0478,2020-06-26,27.1995,2020-07-02,27.0660,2020-07-17,27.3262,2020-08-21,30.0971,2020-09-18,29.5047,2020-11-20,30.8808,2020-12-18,30.7732,2021-01-15,30.6171,2021-06-18,30.1418,2022-01-21,29.6962
