underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
AAPL,2020-12-22 16:00:00,35.4705,39.7876,39.4312,38.8404,39.2988,38.4858,16,2020-12-24,32.4931,2020-12-31,33.3105,2021-01-08,35.1530,2021-01-15,35.7716,2021-01-22,35.7616,2021-01-29,40.6728,2021-02-19,40.0105,2021-03-19,39.3473,2021-04-16,38.9386,2021-06-18,39.3074,2021-07-16,38.9084,2021-09-17,38.7085,2022-01-21,38.3242,2022-06-17,37.8111,2022-09-16,37.5058,2023-01-20,37.2927
AMZN,2020-12-22 16:00:00,31.0693,36.9036,36.9274,36.1632,36.8214,35.9197,18,2020-12-24,21.1162,2020-12-31,25.5917,2021-01-08,30.1129,2021-01-15,31.0560,2021-01-22,31.4563,2021-01-29,37.1340,2021-02-19,37.1200,2021-03-19,36.8311,2021-04-16,36.2842,2021-06-18,36.8300,2021-07-16,36.5039,2021-08-20,36.8130,2021-09-17,36.2578,2021-10-15,35.8377,2021-11-19,36.0825,2022-01-21,35.3766,2022-06-17,35.1494,2023-01-20,34.7852
FB,2020-12-22 16:00:00,33.9826,38.9008,38.3712,39.1621,37.7802,37.0660,15,2020-12-24,28.7710,2020-12-31,30.5659,2021-01-08,34.6297,2021-01-15,34.9405,2021-01-22,34.2224,2021-01-29,39.3426,2021-02-19,39.1331,2021-03-19,38.2024,2021-06-18,37.8486,2021-07-16,37.0435,2021-09-17,37.2531,2022-01-21,36.8678,2022-06-17,37.2021,2022-09-16,37.2015,2023-01-20,36.9038
NFLX,2020-12-22 16:00:00,46.8127,43.6472,41.6154,40.4377,41.8687,41.6707,15,2020-12-24,27.4206,2020-12-31,29.8507,2021-01-08,34.9773,2021-01-15,35.7753,2021-01-22,48.1833,2021-01-29,46.9204,2021-02-19,43.6182,2021-03-19,41.8662,2021-06-18,41.8127,2021-07-16,42.3215,2021-09-17,41.6476,2022-01-21,41.6422,2022-03-18,41.0278,2022-06-17,40.6435,2023-01-20,40.6592
